,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
252,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__2968__after.npz,uint8,"(600, 113, 123, 3)",0,236,57.42765190940995,54.70897874452258,float32,"(600,)",37,203,121.745,35.997086,int16,"(600, 68, 2)",0,123,56.870772058823526,29.52708798949228,13899,600,2968,0
253,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__2968__before.npz,uint8,"(600, 125, 114, 3)",0,239,53.429133294346975,56.08716020289706,float32,"(600,)",0,254,114.78667,46.6616,int16,"(600, 68, 2)",0,125,53.09537990196078,27.66267098292564,14250,600,2968,0
254,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3000__after.npz,uint8,"(600, 109, 111, 3)",0,164,34.637422376504944,38.785774517975064,float32,"(600,)",0,255,105.475,56.344116,int16,"(600, 68, 2)",0,111,52.36611519607843,27.108495093454152,12099,600,3000,4
255,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3000__before.npz,uint8,"(600, 98, 93, 3)",0,229,61.62828968863531,56.04407630033781,float32,"(600,)",0,255,118.221664,49.711258,int16,"(600, 68, 2)",0,98,47.89942401960784,23.358968648784842,9114,600,3000,4
256,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3006__after.npz,uint8,"(600, 94, 101, 3)",0,243,54.464171874634275,52.345032884893364,float32,"(600,)",0,184,110.82833,35.75009,int16,"(600, 68, 2)",0,101,45.86107843137255,24.306362937081776,9494,600,3006,1
257,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3006__before.npz,uint8,"(600, 91, 94, 3)",0,231,58.26065934065934,52.815086706664964,float32,"(600,)",25,255,132.08333,38.85129,int16,"(600, 68, 2)",0,94,44.739093137254905,23.33683796147938,8554,600,3006,1
258,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3016__after.npz,uint8,"(600, 158, 156, 3)",0,255,52.81735489018717,59.225729772815285,float32,"(600,)",0,208,117.24167,47.255547,int16,"(600, 68, 2)",0,158,72.33351715686274,38.70058809316802,24648,600,3016,3
259,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3016__before.npz,uint8,"(600, 151, 159, 3)",0,255,81.03281993789366,72.78616102881388,float32,"(600,)",28,255,126.2,42.929165,int16,"(600, 68, 2)",0,159,76.78332107843137,40.38824691628046,24009,600,3016,3
260,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3059__after.npz,uint8,"(600, 75, 84, 3)",0,190,52.18536243386244,46.16104580256446,float32,"(600,)",0,187,102.015,38.170425,int16,"(600, 68, 2)",0,84,36.45153186,20.387467407950876,6300,600,3059,2
261,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3059__before.npz,uint8,"(600, 75, 83, 3)",0,195,53.061893975903615,46.42306067796528,float32,"(600,)",0,115,61.816666,24.794281,int16,"(600, 68, 2)",0,83,36.30545343137255,20.321693944400653,6225,600,3059,2
262,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3066__after.npz,uint8,"(600, 123, 139, 3)",0,252,56.66252984604186,57.16955588420835,float32,"(600,)",34,215,113.81834,47.82784,int16,"(600, 68, 2)",0,139,64.96920343137255,34.58731519863593,17097,600,3066,4
263,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3066__before.npz,uint8,"(600, 127, 137, 3)",0,255,82.08752482582013,69.10580218688433,float32,"(600,)",27,240,130.02333,47.146893,int16,"(600, 68, 2)",0,137,64.40995098039215,34.62440208300268,17399,600,3066,4
264,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3077__after.npz,uint8,"(600, 120, 123, 3)",0,244,60.90721195,60.02517012909385,float32,"(600,)",0,228,104.43166,46.553288,int16,"(600, 68, 2)",0,123,59.04818627,30.504224340126285,14760,600,3077,2
265,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3077__before.npz,uint8,"(600, 138, 155, 3)",0,255,20.041892836735755,27.403684529384577,float32,"(600,)",0,232,122,52.82231,int16,"(600, 68, 2)",0,155,69.20393382352941,34.91796782706707,21390,600,3077,2
266,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3096__after.npz,uint8,"(600, 218, 262, 3)",0,255,14.541239816046875,34.783372802295304,float32,"(600,)",0,254,111.42333,50.238304,int16,"(600, 68, 2)",0,262,101.21220588235295,52.58448890657259,57116,600,3096,0
267,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3096__before.npz,uint8,"(600, 150, 175, 3)",0,239,29.524974560846562,45.14238431,float32,"(600,)",42,200,117.74834,34.533005,int16,"(600, 68, 2)",0,175,83.021875,37.37735531845481,26250,600,3096,0
268,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3133__after.npz,uint8,"(600, 91, 92, 3)",0,204,59.194704438074005,48.972071789713894,float32,"(600,)",52,186,127.71167,35.548866,int16,"(600, 68, 2)",0,92,47.53917892156863,22.97168780264743,8372,600,3133,1
269,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3133__before.npz,uint8,"(600, 102, 100, 3)",0,207,46.47384210239652,46.80084517992429,float32,"(600,)",17,217,122.096664,54.11005,int16,"(600, 68, 2)",0,102,51.19216911764706,24.24759478573015,10200,600,3133,1
270,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3142__after.npz,uint8,"(600, 95, 105, 3)",0,210,44.74512603731551,48.35498865550027,float32,"(600,)",8,182,113.49834,40.752216,int16,"(600, 68, 2)",0,105,44.00897058823529,25.050100150852938,9975,600,3142,2
271,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3142__before.npz,uint8,"(600, 93, 106, 3)",0,204,47.203837041545505,49.552908298207676,float32,"(600,)",0,186,108.305,42.399982,int16,"(600, 68, 2)",0,106,42.763799019607845,24.79029732475597,9858,600,3142,2
272,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3150__after.npz,uint8,"(600, 78, 78, 3)",0,211,63.292752027175105,53.83887762795601,float32,"(600,)",3,207,111.958336,42.99628,int16,"(600, 68, 2)",0,78,37.84594362745098,19.898469728007477,6084,600,3150,1
273,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3150__before.npz,uint8,"(600, 80, 85, 3)",0,210,54.95584314,53.564057953256686,float32,"(600,)",9,210,109.57166,41.394905,int16,"(600, 68, 2)",0,85,41.54746323529412,20.217145392699006,6800,600,3150,1
274,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3153__after.npz,uint8,"(600, 80, 87, 3)",0,187,46.519697397828864,43.11164931,float32,"(600,)",45,196,120.64,37.1036,int16,"(600, 68, 2)",0,87,38.805575980392156,21.758799905330427,6960,600,3153,3
275,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3153__before.npz,uint8,"(600, 92, 97, 3)",0,191,38.36028966831017,44.32765972929099,float32,"(600,)",40,253,120.11833,37.54829,int16,"(600, 68, 2)",0,97,48.67964460784314,22.083000346091133,8924,600,3153,3
276,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3155__after.npz,uint8,"(600, 72, 74, 3)",0,186,52.885227519185854,45.35521520634036,float32,"(600,)",17,212,100.595,40.16355,int16,"(600, 68, 2)",0,74,34.22220588235294,19.16473955452843,5328,600,3155,2
277,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3155__before.npz,uint8,"(600, 75, 76, 3)",0,197,56.447941812865494,49.95169611260509,float32,"(600,)",36,188,116.64833,38.040173,int16,"(600, 68, 2)",0,76,35.491801470588236,19.383613365362017,5700,600,3155,2
278,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3180__after.npz,uint8,"(600, 78, 91, 3)",0,206,62.75908409254563,52.708433493525334,float32,"(600,)",26,193,114.22667,36.806458,int16,"(600, 68, 2)",0,91,39.41708333333333,21.72656247507303,7098,600,3180,4
279,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3180__before.npz,uint8,"(600, 78, 91, 3)",0,205,62.80654996712689,54.09157035851688,float32,"(600,)",0,254,93.528336,48.469913,int16,"(600, 68, 2)",0,91,42.110551470588234,21.778871336818266,7098,600,3180,4
280,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3192__after.npz,uint8,"(600, 86, 95, 3)",0,217,70.3334609,59.28218128714775,float32,"(600,)",8,217,92.706665,43.01973,int16,"(600, 68, 2)",0,95,40.68273284313725,21.86235216168133,8170,600,3192,2
281,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3192__before.npz,uint8,"(600, 77, 94, 3)",0,216,75.74363590310399,58.699337418268314,float32,"(600,)",0,192,99.221664,40.58681,int16,"(600, 68, 2)",0,94,42.35531862745098,22.06505752040698,7238,600,3192,2
282,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3194__after.npz,uint8,"(600, 80, 82, 3)",0,216,64.65153091124661,56.93568113241174,float32,"(600,)",9,239,117.026665,47.54786,int16,"(600, 68, 2)",0,82,38.753737745098036,20.751692099678277,6560,600,3194,3
283,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3194__before.npz,uint8,"(600, 85, 94, 3)",0,215,55.52367904324851,58.46988068007971,float32,"(600,)",2,199,105.3,39.08546,int16,"(600, 68, 2)",0,94,41.681200980392155,21.292822125022372,7990,600,3194,3
284,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3196__after.npz,uint8,"(600, 91, 96, 3)",0,207,55.068845327126574,51.01229546,float32,"(600,)",30,210,120.335,42.38399,int16,"(600, 68, 2)",0,96,41.858958333333334,22.847621232280485,8736,600,3196,2
285,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3196__before.npz,uint8,"(600, 94, 101, 3)",0,217,62.68613416660815,56.074075183500184,float32,"(600,)",0,224,98.24333,50.744663,int16,"(600, 68, 2)",0,101,42.71015931372549,24.581408360474853,9494,600,3196,2
286,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3220__after.npz,uint8,"(600, 136, 139, 3)",0,222,61.38630954060281,60.33879406924122,float32,"(600,)",29,166,122.628334,34.47908,int16,"(600, 68, 2)",0,139,62.97816176470588,36.26886173999687,18904,600,3220,1
287,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3220__before.npz,uint8,"(600, 133, 136, 3)",0,232,60.43081769988697,62.465919759182135,float32,"(600,)",28,255,129.74333,38.66119,int16,"(600, 68, 2)",0,136,64.70339460784314,33.366053963633284,18088,600,3220,1
288,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3232__after.npz,uint8,"(600, 73, 83, 3)",0,204,48.85439896572592,49.858084271864946,float32,"(600,)",4,227,119.115,42.348103,int16,"(600, 68, 2)",0,83,36.99359068627451,20.05506501959805,6059,600,3232,1
289,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3232__before.npz,uint8,"(600, 78, 81, 3)",0,216,78.51280512468784,60.31037155,float32,"(600,)",9,226,114.93667,41.302532,int16,"(600, 68, 2)",0,81,37.43013480392157,20.52984487567022,6318,600,3232,1
290,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3235__after.npz,uint8,"(600, 119, 114, 3)",0,251,66.47438567824791,65.84982324547185,float32,"(600,)",0,148,103.53167,33.028305,int16,"(600, 68, 2)",0,119,57.028492647058826,28.241601813158283,13566,600,3235,1
291,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3235__before.npz,uint8,"(600, 109, 111, 3)",0,251,69.38292214232581,63.37330357736584,float32,"(600,)",0,130,72.07667,24.01501,int16,"(600, 68, 2)",0,111,52.838700980392154,28.33624761157879,12099,600,3235,1
292,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3245__after.npz,uint8,"(600, 80, 91, 3)",0,201,61.76042322954823,51.38653948379887,float32,"(600,)",0,255,113.56167,52.877148,int16,"(600, 68, 2)",0,91,41.07263480392157,22.121328346478435,7280,600,3245,2
293,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3245__before.npz,uint8,"(600, 81, 90, 3)",0,202,60.421434080170705,52.00720142814999,float32,"(600,)",20,177,108.85167,32.84407,int16,"(600, 68, 2)",0,90,40.61593137254902,21.486592744313747,7290,600,3245,2
294,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3254__after.npz,uint8,"(600, 113, 122, 3)",0,242,66.29519496,57.57068446552538,float32,"(600,)",15,201,113.433334,39.870277,int16,"(600, 68, 2)",0,122,58.55741421568627,29.953663769490376,13786,600,3254,3
295,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3254__before.npz,uint8,"(600, 113, 117, 3)",0,218,65.44518661388868,57.023695443869414,float32,"(600,)",27,171,100.795,32.183376,int16,"(600, 68, 2)",0,117,56.81916666666667,29.17569782,13221,600,3254,3
296,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3315__after.npz,uint8,"(600, 130, 141, 3)",0,249,64.33882957507426,60.207353276190695,float32,"(600,)",33,254,120.485,45.995323,int16,"(600, 68, 2)",0,141,65.47404411764705,34.265763337134125,18330,600,3315,3
297,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3315__before.npz,uint8,"(600, 126, 129, 3)",0,238,57.41571917340005,59.01397632,float32,"(600,)",16,219,117.02333,41.561756,int16,"(600, 68, 2)",0,129,61.251017156862744,31.617467214089416,16254,600,3315,3
298,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3326__after.npz,uint8,"(600, 89, 95, 3)",0,214,64.85214790722124,55.703338230352664,float32,"(600,)",0,229,110.9,45.44271,int16,"(600, 68, 2)",0,95,39.73393382352941,23.201250398723083,8455,600,3326,0
299,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3326__before.npz,uint8,"(600, 92, 93, 3)",0,202,52.87210170900213,47.718595135776035,float32,"(600,)",0,255,111.105,46.43218,int16,"(600, 68, 2)",0,93,41.24584558823529,23.26377335328514,8556,600,3326,0
300,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3342__after.npz,uint8,"(600, 88, 90, 3)",0,210,59.02013923961841,54.31263408291286,float32,"(600,)",44,255,129.89,45.190758,int16,"(600, 68, 2)",0,90,42.680245098039215,21.78076676612463,7920,600,3342,3
301,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3342__before.npz,uint8,"(600, 86, 88, 3)",0,201,60.33629382487668,52.423343863720476,float32,"(600,)",0,255,131.90334,52.273422,int16,"(600, 68, 2)",0,88,39.66566176470588,22.24850363558978,7568,600,3342,3
302,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3345__after.npz,uint8,"(600, 134, 138, 3)",0,229,72.73828956065086,63.50524514068612,float32,"(600,)",29,251,134.995,40.944656,int16,"(600, 68, 2)",0,138,64.00397058823529,35.20130636110749,18492,600,3345,4
303,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3345__before.npz,uint8,"(600, 135, 138, 3)",0,231,69.27143919603984,63.077090828460186,float32,"(600,)",46,216,127.57667,39.189465,int16,"(600, 68, 2)",0,138,65.65087009803922,34.96146979985909,18630,600,3345,4
304,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3348__after.npz,uint8,"(600, 121, 119, 3)",0,225,58.07423637,52.177919785401095,float32,"(600,)",0,191,106.4,37.238556,int16,"(600, 68, 2)",0,121,58.894044117647056,30.348821306988906,14399,600,3348,3
305,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3348__before.npz,uint8,"(600, 137, 143, 3)",0,178,40.6816872,43.79174471388581,float32,"(600,)",13,238,114.69334,46.49304,int16,"(600, 68, 2)",0,143,68.76789215686274,36.08986500863242,19591,600,3348,3
306,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3351__after.npz,uint8,"(600, 81, 89, 3)",0,201,54.85849239376705,51.121542689923125,float32,"(600,)",9,186,106.835,40.14176,int16,"(600, 68, 2)",0,89,38.97666666666667,21.802689608922254,7209,600,3351,0
307,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3351__before.npz,uint8,"(600, 81, 93, 3)",0,202,48.91392782866499,50.16253863159091,float32,"(600,)",0,165,87.50833,34.771442,int16,"(600, 68, 2)",0,93,39.61939950980392,21.946565760023123,7533,600,3351,0
308,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3363__after.npz,uint8,"(600, 117, 136, 3)",0,191,58.16674641081504,52.72981384303334,float32,"(600,)",38,239,131.27834,40.660515,int16,"(600, 68, 2)",0,136,59.94338235294118,32.91396509634793,15912,600,3363,1
309,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3363__before.npz,uint8,"(600, 119, 128, 3)",0,230,69.02247377596872,58.56512909146397,float32,"(600,)",51,231,127.543335,43.898537,int16,"(600, 68, 2)",0,128,56.914779411764705,31.26166554343163,15232,600,3363,1
310,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3364__after.npz,uint8,"(600, 138, 188, 3)",0,243,40.107803088703875,52.541222036853284,float32,"(600,)",0,211,113.903336,44.19171,int16,"(600, 68, 2)",0,188,78.78553921568627,38.807425655198465,25944,600,3364,1
311,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3364__before.npz,uint8,"(600, 142, 155, 3)",0,216,47.61316515220354,52.04365342071123,float32,"(600,)",0,200,112.055,39.113922,int16,"(600, 68, 2)",0,155,73.885625,35.723330848183615,22010,600,3364,1
312,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3375__after.npz,uint8,"(600, 95, 103, 3)",0,207,55.98001686254471,51.163220809033405,float32,"(600,)",11,213,118.24834,44.124447,int16,"(600, 68, 2)",0,103,45.91126225490196,25.955453082738547,9785,600,3375,2
313,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3375__before.npz,uint8,"(600, 85, 93, 3)",0,200,57.471150326797385,51.16694107625776,float32,"(600,)",2,216,117.075,49.93345,int16,"(600, 68, 2)",0,93,42.053676470588236,23.41835601079354,7905,600,3375,2
314,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3385__after.npz,uint8,"(600, 111, 112, 3)",0,188,46.829480105105105,43.80105429287641,float32,"(600,)",28,254,127.05167,49.919758,int16,"(600, 68, 2)",0,112,56.39955882352941,28.692161083621787,12432,600,3385,0
315,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3385__before.npz,uint8,"(600, 118, 116, 3)",0,232,68.29865750211053,59.77205220192727,float32,"(600,)",0,187,108.65667,39.130707,int16,"(600, 68, 2)",0,118,57.08835784313725,29.929354102773473,13688,600,3385,0
316,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3394__after.npz,uint8,"(600, 105, 113, 3)",0,255,55.99435431006228,57.339387512565054,float32,"(600,)",2,166,92.38,37.024124,int16,"(600, 68, 2)",0,113,55.78460784313725,27.014127628203724,11865,600,3394,2
317,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3394__before.npz,uint8,"(600, 109, 117, 3)",0,219,63.25740997760875,58.1149562,float32,"(600,)",0,240,105.848335,43.212444,int16,"(600, 68, 2)",0,117,54.70503676470588,28.330387865184367,12753,600,3394,2
318,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3401__after.npz,uint8,"(600, 94, 99, 3)",0,226,67.11285449,53.29391464433008,float32,"(600,)",72,202,137.11667,24.843437,int16,"(600, 68, 2)",0,99,45.58738970588235,24.81522175372134,9306,600,3401,2
319,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3401__before.npz,uint8,"(600, 88, 93, 3)",0,229,62.82703058813946,55.141508044461006,float32,"(600,)",3,248,107.933334,36.91737,int16,"(600, 68, 2)",0,93,43.05837009803921,22.44321674216012,8184,600,3401,2
320,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3406__after.npz,uint8,"(600, 81, 92, 3)",0,214,49.77346059223475,52.57130411438026,float32,"(600,)",47,175,114.12666,31.295483,int16,"(600, 68, 2)",0,92,43.516519607843136,21.396598058455595,7452,600,3406,1
321,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3406__before.npz,uint8,"(600, 86, 90, 3)",0,225,61.64637194946885,56.44407419435461,float32,"(600,)",35,255,126.73167,49.10203,int16,"(600, 68, 2)",0,90,45.74872549019608,21.91467351,7740,600,3406,1
322,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3418__after.npz,uint8,"(600, 90, 98, 3)",0,199,63.333783509700176,53.16156091009106,float32,"(600,)",3,201,107.51833,42.0372,int16,"(600, 68, 2)",0,98,44.24901960784314,24.34455034277225,8820,600,3418,1
323,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3418__before.npz,uint8,"(600, 88, 99, 3)",0,200,63.11806818181818,54.38435917305033,float32,"(600,)",48,192,117.33667,35.582954,int16,"(600, 68, 2)",0,99,45.06987745098039,24.313082887506997,8712,600,3418,1
324,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3420__after.npz,uint8,"(600, 88, 88, 3)",0,214,61.642640682392106,54.463873483557286,float32,"(600,)",0,209,120.39,46.5974,int16,"(600, 68, 2)",0,88,43.591115196078434,22.422969599678417,7744,600,3420,4
325,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3420__before.npz,uint8,"(600, 87, 90, 3)",0,207,63.38343919398326,54.45094155656742,float32,"(600,)",4,216,118.32333,45.546375,int16,"(600, 68, 2)",0,90,43.86238970588235,22.950206590020052,7830,600,3420,4
326,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3448__after.npz,uint8,"(600, 127, 155, 3)",0,205,48.26638173454125,53.15786861,float32,"(600,)",0,255,134.72,55.57393,int16,"(600, 68, 2)",0,155,73.05741421568628,37.10107617196084,19685,600,3448,2
327,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3448__before.npz,uint8,"(600, 100, 123, 3)",0,226,49.55789724480578,55.85234459599878,float32,"(600,)",0,237,108.85,55.425632,int16,"(600, 68, 2)",0,123,55.037855392156864,25.60752131409125,12300,600,3448,2
328,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3465__after.npz,uint8,"(600, 73, 80, 3)",0,201,63.134989440639266,52.27011921366916,float32,"(600,)",1,189,100.39,36.86436,int16,"(600, 68, 2)",0,80,38.89686274509804,19.672507440109435,5840,600,3465,0
329,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3465__before.npz,uint8,"(600, 73, 84, 3)",0,205,60.730887058780894,53.70539680661812,float32,"(600,)",0,177,73.94666,38.599617,int16,"(600, 68, 2)",0,84,38.82482843137255,19.876143479745433,6132,600,3465,0
330,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3494__after.npz,uint8,"(600, 127, 126, 3)",0,255,30.63647169103862,35.018838000985696,float32,"(600,)",41,204,116.52,38.48878,int16,"(600, 68, 2)",0,127,60.95175245098039,31.63287200510982,16002,600,3494,2
331,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3494__before.npz,uint8,"(600, 133, 135, 3)",0,165,30.404357003620163,33.58724741807826,float32,"(600,)",43,193,120.94666,36.243443,int16,"(600, 68, 2)",0,135,65.11808823529412,34.124228085388054,17955,600,3494,2
332,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3508__after.npz,uint8,"(600, 129, 114, 3)",0,230,54.73837292412772,58.983764353148054,float32,"(600,)",26,176,113.88,33.349796,int16,"(600, 68, 2)",0,129,56.670355392156864,29.498499440419703,14706,600,3508,1
333,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3508__before.npz,uint8,"(600, 121, 124, 3)",0,255,33.36165778014752,36.755046375667945,float32,"(600,)",50,199,115.085,32.589687,int16,"(600, 68, 2)",0,124,56.68683823529412,31.794769552327264,15004,600,3508,1
334,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3520__after.npz,uint8,"(600, 83, 84, 3)",0,202,64.99883964429145,54.87824818614637,float32,"(600,)",15,189,112.11667,37.98596,int16,"(600, 68, 2)",0,84,39.864901960784316,20.775976735261178,6972,600,3520,1
335,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3520__before.npz,uint8,"(600, 81, 85, 3)",0,203,64.00669668361172,53.66640937511441,float32,"(600,)",30,163,107.95,32.110863,int16,"(600, 68, 2)",0,85,39.24224264705882,21.08536762339399,6885,600,3520,1
336,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3523__after.npz,uint8,"(600, 123, 127, 3)",0,255,62.06756538562761,62.58748491312399,float32,"(600,)",0,207,121.041664,47.986492,int16,"(600, 68, 2)",0,127,61.075845588235296,30.941318112911613,15621,600,3523,4
337,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3523__before.npz,uint8,"(600, 133, 144, 3)",0,255,94.16763688735728,73.30500640043338,float32,"(600,)",3,200,128.02667,39.00448,int16,"(600, 68, 2)",0,144,69.25287990196078,36.22045226179957,19152,600,3523,4
338,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3524__after.npz,uint8,"(600, 113, 115, 3)",0,226,63.53467620024796,58.808109495667985,float32,"(600,)",0,195,96.066666,47.48037,int16,"(600, 68, 2)",0,115,54.083651960784316,28.575282620811663,12995,600,3524,2
339,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3524__before.npz,uint8,"(600, 119, 116, 3)",0,220,59.75266364016871,56.68578039122327,float32,"(600,)",6,193,101.808334,37.473347,int16,"(600, 68, 2)",0,119,56.80829656862745,29.671681014161713,13804,600,3524,2
340,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3526__after.npz,uint8,"(600, 133, 127, 3)",0,237,70.15962057374408,63.651414784573966,float32,"(600,)",0,184,103.941666,35.801373,int16,"(600, 68, 2)",0,133,65.81708333333333,31.87213958442599,16891,600,3526,0
341,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3526__before.npz,uint8,"(600, 138, 127, 3)",0,236,67.23593188532593,61.70407222,float32,"(600,)",4,179,110.345,32.588074,int16,"(600, 68, 2)",0,138,65.96285539215687,32.89273424126282,17526,600,3526,0
342,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3529__after.npz,uint8,"(600, 83, 90, 3)",0,201,56.525864569388666,47.97450182438002,float32,"(600,)",40,183,117.721664,40.54336,int16,"(600, 68, 2)",0,90,36.36893382352941,22.47204097493047,7470,600,3529,0
343,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3529__before.npz,uint8,"(600, 87, 93, 3)",0,200,64.60567983630646,54.12175331116768,float32,"(600,)",39,204,121.26667,40.659016,int16,"(600, 68, 2)",0,93,46.07768382352941,22.381689098238958,8091,600,3529,0
344,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3533__after.npz,uint8,"(600, 81, 88, 3)",0,199,64.83121484910836,50.48275316778615,float32,"(600,)",36,211,124.525,42.335083,int16,"(600, 68, 2)",0,88,41.63873774509804,21.600124633691962,7128,600,3533,1
345,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3533__before.npz,uint8,"(600, 82, 87, 3)",0,193,64.39432537457559,48.782503736817496,float32,"(600,)",30,169,104.74834,39.397526,int16,"(600, 68, 2)",0,87,42.15785539215686,21.92073333199466,7134,600,3533,1
346,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3554__after.npz,uint8,"(600, 81, 85, 3)",0,214,70.32083393851367,58.250626584795505,float32,"(600,)",28,204,114.121666,34.586227,int16,"(600, 68, 2)",0,85,41.83958333333333,21.12510475,6885,600,3554,4
347,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__3554__before.npz,uint8,"(600, 82, 86, 3)",0,219,69.96185597,57.64184753414004,float32,"(600,)",6,176,93.39667,43.828976,int16,"(600, 68, 2)",0,86,40.99872549019608,21.62756781406766,7052,600,3554,4
